SCHOOL_YEAR,AGENCY_TYPE,CHARTER_IND,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,DISTRICT_NAME,SCHOOL_NAME,COHORT,COMPLETION_STATUS,GROUP_BY,GROUP_BY_VALUE,TIMEFRAME,COHORT_COUNT,STUDENT_COUNT,grad_rate
2020-21,Public school,No,6.0,Dodge,336,40.0,High School,Beaver Dam Unified,Beaver Dam High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,239,217,0.9079497907949791
2020-21,Public school,No,6.0,Dodge,336,850.0,High School,Beaver Dam Unified,Don Smith Learning Academy,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,36,16,0.4444444444444444
2020-21,Public school,No,2.0,Dane,350,40.0,High School,Belleville,Belleville High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,78,75,0.9615384615384616
2020-21,Public school,No,2.0,Rock,413,421.0,Combined Elementary/Secondary School,Beloit,Beloit Learning Academy,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,150,106,0.7066666666666667
2020-21,Public school,No,2.0,Rock,413,200.0,High School,Beloit,Memorial High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,344,287,0.8343023255813954
2020-21,Public school,No,2.0,Rock,422,20.0,High School,Beloit Turner,Turner High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,96,90,0.9375
2020-21,Public school,No,6.0,Green Lake,434,40.0,High School,Berlin Area,Berlin High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,130,118,0.9076923076923077
2020-21,Public school,No,2.0,Walworth,6013,20.0,High School,Big Foot UHS,Big Foot High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,110,107,0.9727272727272728
2020-21,Public school,No,3.0,Lafayette,2240,20.0,High School,Black Hawk,Black Hawk High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,23,0.8214285714285714
2020-21,Public school,No,4.0,Jackson,476,40.0,High School,Black River Falls,Black River Falls High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,136,113,0.8308823529411765
2020-21,Public school,No,4.0,Trempealeau,485,11.0,High School,Blair-Taylor,Blair-Taylor Middle/High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,47,45,0.9574468085106383
2020-21,Public school,No,10.0,Chippewa,497,40.0,High School,Bloomer,Bloomer High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,92,88,0.9565217391304348
2020-21,Public school,No,8.0,Shawano,602,40.0,High School,Bonduel,Bonduel High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,68,63,0.9264705882352942
2020-21,Public school,No,3.0,Grant,609,40.0,High School,Boscobel Area,Boscobel High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,56,53,0.9464285714285714
2020-21,Public school,No,8.0,Shawano,623,40.0,High School,Bowler,Bowler High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,18,0.72
2020-21,Public school,No,11.0,Dunn,637,40.0,High School,Boyceville Community,Boyceville High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,48,45,0.9375
2020-21,Public school,No,7.0,Calumet,658,40.0,High School,Brillion,Brillion High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,84,78,0.9285714285714286
2020-21,Public school,No,2.0,Green,700,40.0,High School,Brodhead,Brodhead High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,75,74,0.9866666666666667
2020-21,Public school,No,1.0,Milwaukee,721,40.0,High School,Brown Deer,Brown Deer Middle/High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,118,112,0.9491525423728814
2020-21,Public school,No,10.0,Rusk,735,40.0,High School,Bruce,Bruce High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,35,0.9459459459459459
2020-21,Public school,No,2.0,Racine,777,20.0,High School,Burlington Area,Burlington High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,247,215,0.8704453441295547
2020-21,Public Schools-Multidistrict Charters,Yes,2.0,Racine,777,9803.0,Combined Elementary/Secondary School,Burlington Area,JEDI Virtual K-12,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,26,0.9629629629629629
2020-21,Public school,No,10.0,Chippewa,870,40.0,High School,Cadott Community,Cadott High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,48,0.8727272727272727
2020-21,Public school,No,5.0,Columbia,882,40.0,High School,Cambria-Friesland,Cambria Friesland Middle/High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,28,0.8484848484848485
2020-21,Public school,No,2.0,Dane,896,40.0,High School,Cambridge,Cambridge High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,64,63,0.984375
2020-21,Public school,No,11.0,Barron,903,40.0,High School,Cameron,Cameron High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,56,55,0.9821428571428571
2020-21,Public school,No,6.0,Fond du Lac,910,40.0,High School,Campbellsport,Campbellsport High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,91,86,0.945054945054945
2020-21,Public school,No,4.0,Monroe,980,40.0,High School,Cashton,Cashton Middle/High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,61,55,0.9016393442622951
2020-21,Public school,No,7.0,Sheboygan,1029,40.0,High School,Cedar Grove-Belgium Area,Cedar Grove-Belgium High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,77,75,0.974025974025974
2020-21,Public school,No,1.0,Ozaukee,1015,20.0,High School,Cedarburg,Cedarburg High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,255,252,0.9882352941176471
2020-21,Public school,No,2.0,Kenosha,5054,20.0,High School,Central/Westosha UHS,Central High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,243,226,0.9300411522633745
2020-21,Public school,No,12.0,Price,1071,400.0,High School,Chequamegon,Chequamegon High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,55,0.9322033898305084
2020-21,Public school,No,11.0,Barron,1080,400.0,High School,Chetek-Weyerhaeuser Area,Chetek-Weyerhaeuser High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,61,59,0.9672131147540983
2020-21,Public school,No,7.0,Calumet,1085,40.0,High School,Chilton,Chilton High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,92,87,0.9456521739130435
2020-21,Public school,No,10.0,Chippewa,1092,60.0,High School,Chippewa Falls Area Unified,Chippewa Falls High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,346,326,0.9421965317919075
2020-21,Public school,No,11.0,Polk,1127,40.0,High School,Clear Lake,Clear Lake High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,45,1.0
2020-21,Public school,No,2.0,Rock,1134,60.0,High School,Clinton Community,Clinton High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,87,87,1.0
2020-21,Public school,No,8.0,Waupaca,1141,40.0,High School,Clintonville,Clintonville High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,113,95,0.8407079646017699
2020-21,Public school,No,4.0,Buffalo,1155,40.0,High School,Cochrane-Fountain City,Cochrane-Fountain City High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,53,1.0
2020-21,Public school,No,10.0,Clark,1162,40.0,High School,Colby,Colby High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,81,74,0.9135802469135802
2020-21,Public school,No,8.0,Marinette,1169,60.0,High School,Coleman,Coleman High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,44,0.9777777777777777
2020-21,Public school,No,11.0,Dunn,1176,40.0,High School,Colfax,Colfax High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,58,58,1.0
2020-21,Public school,No,5.0,Columbia,1183,40.0,High School,Columbus,Columbus High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,99,82,0.8282828282828283
2020-21,Public school,No,10.0,Chippewa,1204,40.0,High School,Cornell,Cornell High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,29,27,0.9310344827586207
2020-21,Public school,No,8.0,Forest,1218,60.0,High School,Crandon,Crandon High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,63,54,0.8571428571428571
2020-21,Public school,No,8.0,Marinette,1232,40.0,High School,Crivitz,Crivitz High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,44,34,0.7727272727272727
2020-21,Public school,No,3.0,Grant,1246,40.0,High School,Cuba City,Cuba City High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,50,0.9433962264150944
2020-21,Public school,No,1.0,Milwaukee,1253,40.0,High School,Cudahy,Cudahy High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,191,174,0.9109947643979057
2020-21,Public school,No,11.0,Barron,1260,60.0,High School,Cumberland,Cumberland High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,88,86,0.9772727272727273
2020-21,Public school,No,9.0,Marathon,4970,35.0,High School,D C Everest Area,D C Everest High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,454,431,0.9493392070484582
2020-21,Public school,No,3.0,Lafayette,1295,40.0,High School,Darlington Community,Darlington High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,50,47,0.94
2020-21,Public school,No,2.0,Dane,1316,40.0,High School,De Forest Area,De Forest High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,243,233,0.9588477366255144
2020-21,Public school,No,7.0,Brown,1414,20.0,High School,De Pere,De Pere High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,330,311,0.9424242424242424
2020-21,Public school,No,4.0,Vernon,1421,40.0,High School,De Soto Area,De Soto High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,32,29,0.90625
2020-21,Public school,No,2.0,Dane,1309,40.0,High School,Deerfield Community,Deerfield High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,53,0.8983050847457628
2020-21,Public school,No,2.0,Walworth,1380,20.0,High School,Delavan-Darien,Delavan-Darien High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,184,176,0.9565217391304348
2020-21,Public school,No,7.0,Brown,1407,80.0,High School,Denmark,Denmark High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,100,99,0.99
2020-21,Public school,No,6.0,Dodge,2744,22.0,High School,Dodgeland,Dodgeland High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,49,0.8909090909090909
2020-21,Public school,No,3.0,Iowa,1428,40.0,High School,Dodgeville,Dodgeville High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,96,94,0.9791666666666666
2020-21,Non District Charter Schools,Yes,1.0,Milwaukee,8127,400.0,High School,Dr Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,121,57,0.47107438016528924
2020-21,Public school,No,12.0,Bayfield,1491,40.0,High School,Drummond Area,Drummond High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,35,34,0.9714285714285714
2020-21,Public school,No,11.0,Pepin,1499,40.0,High School,Durand-Arkansaw,Durand Middle/High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,51,0.9622641509433962
2020-21,Public school,No,2.0,Walworth,1540,40.0,High School,East Troy Community,East Troy High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,142,139,0.9788732394366197
2020-21,Public school,Yes,10.0,Eau Claire,1554,580.0,High School,Eau Claire Area,McKinley Charter School,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,94,47,0.5
2020-21,Public school,No,10.0,Eau Claire,1554,340.0,High School,Eau Claire Area,Memorial High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,400,366,0.915
2020-21,Public school,No,10.0,Eau Claire,1554,400.0,High School,Eau Claire Area,North High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,286,263,0.9195804195804196
2020-21,Public school,No,9.0,Marathon,1561,40.0,High School,Edgar,Edgar High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,33,0.8918918918918919
2020-21,Public school,No,2.0,Rock,1568,80.0,High School,Edgerton,Edgerton High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,153,147,0.9607843137254902
2020-21,Public school,No,10.0,Trempealeau,1600,60.0,High School,Eleva-Strum,Eleva-Strum High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,41,41,1.0
2020-21,Public school,No,11.0,Dunn,1645,40.0,High School,Elk Mound Area,Elk Mound High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,91,87,0.9560439560439561
2020-21,Public school,No,7.0,Sheboygan,1631,40.0,High School,Elkhart Lake-Glenbeulah,Elkhart Lake High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,29,29,1.0
2020-21,Public school,Yes,2.0,Walworth,1638,9401.0,High School,Elkhorn Area,Career and College Academy,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,37,1.0
2020-21,Public school,No,2.0,Walworth,1638,40.0,High School,Elkhorn Area,Elkhorn Area High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,220,219,0.9954545454545455
2020-21,Public school,Yes,2.0,Walworth,1638,800.0,Combined Elementary/Secondary School,Elkhorn Area,Elkhorn Options Virtual School,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,47,46,0.9787234042553191
2020-21,Public school,No,11.0,Pierce,1659,40.0,High School,Ellsworth Community,Ellsworth High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,107,104,0.9719626168224299
2020-21,Public school,No,1.0,Waukesha,714,20.0,High School,Elmbrook,Central High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,283,282,0.9964664310954063
